title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,duration_ms,label,links
Your Rocky Spine,Great Lake Swimmers,3CecLFOWdbQwc2qdTmHAc8,0.707,0.422,5,-15.323,1,0.031,0.65,0.00439,0.202,0.54,94.332,spotify:track:3CecLFOWdbQwc2qdTmHAc8,https://api.spotify.com/v1/tracks/3CecLFOWdbQwc2qdTmHAc8,216453,nothot,https://open.spotify.com/track/3CecLFOWdbQwc2qdTmHAc8
Magic,Selena Gomez,48qKqo6HgIG8VLN4CpYb37,0.602,0.922,11,-3.061,0,0.0386,0.00632,0.0,0.284,0.396,104.101,spotify:track:48qKqo6HgIG8VLN4CpYb37,https://api.spotify.com/v1/tracks/48qKqo6HgIG8VLN4CpYb37,169733,nothot,https://open.spotify.com/track/48qKqo6HgIG8VLN4CpYb37
Signals Over The Air,Thursday,5k8viPkN0jExLQTlKsakKZ,0.434,0.904,9,-3.389,0,0.0583,0.00956,1.26e-06,0.0381,0.605,162.07,spotify:track:5k8viPkN0jExLQTlKsakKZ,https://api.spotify.com/v1/tracks/5k8viPkN0jExLQTlKsakKZ,250200,nothot,https://open.spotify.com/track/5k8viPkN0jExLQTlKsakKZ
Beach Baby,Bon Iver,2LXtyj95dK56ENS1QLt4IB,0.669,0.0809,0,-17.282,1,0.0365,0.983,0.41,0.114,0.0922,114.355,spotify:track:2LXtyj95dK56ENS1QLt4IB,https://api.spotify.com/v1/tracks/2LXtyj95dK56ENS1QLt4IB,160093,nothot,https://open.spotify.com/track/2LXtyj95dK56ENS1QLt4IB
Ich Will,Rammstein,3X0K6fII7VIwL1URPrp8Ko,0.648,0.896,2,-4.254,1,0.041,0.00138,0.000819,0.0879,0.468,128.115,spotify:track:3X0K6fII7VIwL1URPrp8Ko,https://api.spotify.com/v1/tracks/3X0K6fII7VIwL1URPrp8Ko,217107,nothot,https://open.spotify.com/track/3X0K6fII7VIwL1URPrp8Ko
Heavy Breathing,Nevea Tears,6xbG9T8epyYuQlB8T8OuMf,0.593,0.925,0,-3.486,1,0.0577,0.00224,2.35e-05,0.102,0.435,129.885,spotify:track:6xbG9T8epyYuQlB8T8OuMf,https://api.spotify.com/v1/tracks/6xbG9T8epyYuQlB8T8OuMf,262680,nothot,https://open.spotify.com/track/6xbG9T8epyYuQlB8T8OuMf
Who Is Watching,Armin van Buuren feat Nadia Ali,74Xe15bvWQsgfX7oVwZ9Tw,0.525,0.673,5,-11.036,1,0.0281,0.000254,0.13,0.114,0.259,134.002,spotify:track:74Xe15bvWQsgfX7oVwZ9Tw,https://api.spotify.com/v1/tracks/74Xe15bvWQsgfX7oVwZ9Tw,222544,nothot,https://open.spotify.com/track/74Xe15bvWQsgfX7oVwZ9Tw
Love Is Never-Ending,Brad Paisley,0tRiaGOtJExVFk2vcSxdUL,0.617,0.676,7,-8.934,1,0.027,0.21,2.77e-05,0.124,0.466,104.584,spotify:track:0tRiaGOtJExVFk2vcSxdUL,https://api.spotify.com/v1/tracks/0tRiaGOtJExVFk2vcSxdUL,238747,nothot,https://open.spotify.com/track/0tRiaGOtJExVFk2vcSxdUL
O Hosanna,Pedestrian,5Rbh2bS5YaAQ949Ttv4fcp,0.449,0.771,2,-8.191,1,0.241,0.0666,0.0,0.383,0.166,84.251,spotify:track:5Rbh2bS5YaAQ949Ttv4fcp,https://api.spotify.com/v1/tracks/5Rbh2bS5YaAQ949Ttv4fcp,248109,nothot,https://open.spotify.com/track/5Rbh2bS5YaAQ949Ttv4fcp
This War Is Ours (The Guillotine II),Escape The Fate,1z33QOn2Hcq9SfI5pES25L,0.399,0.955,4,-5.593,0,0.163,0.00838,0.0,0.0759,0.152,95.498,spotify:track:1z33QOn2Hcq9SfI5pES25L,https://api.spotify.com/v1/tracks/1z33QOn2Hcq9SfI5pES25L,266733,nothot,https://open.spotify.com/track/1z33QOn2Hcq9SfI5pES25L
Good Morning Susie Soho,Ulf Wakenius,0NZr0JL5aUCOvptzJsmt3g,0.713,0.399,10,-14.462,1,0.08,0.7,0.834,0.108,0.385,127.497,spotify:track:0NZr0JL5aUCOvptzJsmt3g,https://api.spotify.com/v1/tracks/0NZr0JL5aUCOvptzJsmt3g,324467,nothot,https://open.spotify.com/track/0NZr0JL5aUCOvptzJsmt3g
Arms Of A Woman,Amos Lee,37pK088xTo1ZpR3y23wsFk,0.54,0.0674,9,-13.778,1,0.0368,0.888,0.000382,0.109,0.12,141.988,spotify:track:37pK088xTo1ZpR3y23wsFk,https://api.spotify.com/v1/tracks/37pK088xTo1ZpR3y23wsFk,251440,nothot,https://open.spotify.com/track/37pK088xTo1ZpR3y23wsFk
Every Little Step,Bobby Brown,0s6e7ZafqOAUBDoQYGmxrc,0.797,0.656,1,-11.601,1,0.0404,0.00721,0.0,0.0377,0.948,99.828,spotify:track:0s6e7ZafqOAUBDoQYGmxrc,https://api.spotify.com/v1/tracks/0s6e7ZafqOAUBDoQYGmxrc,237240,nothot,https://open.spotify.com/track/0s6e7ZafqOAUBDoQYGmxrc
Music When The Lights Go Out,The Libertines,3cU9b4vb5yzyM12RXJ1k3s,0.419,0.693,0,-6.077,1,0.0345,0.419,4.96e-06,0.162,0.488,111.088,spotify:track:3cU9b4vb5yzyM12RXJ1k3s,https://api.spotify.com/v1/tracks/3cU9b4vb5yzyM12RXJ1k3s,182387,nothot,https://open.spotify.com/track/3cU9b4vb5yzyM12RXJ1k3s
Kut-Off,Skream,19HZL8008f6KSkBqJlRA4C,0.835,0.457,5,-11.045,1,0.211,0.0563,0.161,0.266,0.0572,140.968,spotify:track:19HZL8008f6KSkBqJlRA4C,https://api.spotify.com/v1/tracks/19HZL8008f6KSkBqJlRA4C,272733,nothot,https://open.spotify.com/track/19HZL8008f6KSkBqJlRA4C
Top Drawer,Man Man,59mLAQBrIGBbdXo0GRFUso,0.642,0.684,5,-4.554,0,0.0835,0.0964,0.00601,0.328,0.788,95.115,spotify:track:59mLAQBrIGBbdXo0GRFUso,https://api.spotify.com/v1/tracks/59mLAQBrIGBbdXo0GRFUso,206360,nothot,https://open.spotify.com/track/59mLAQBrIGBbdXo0GRFUso
Fools,The Dodos,6YvAO2lwuLVmSKRXV98b9M,0.377,0.934,8,-7.267,1,0.0417,0.3,0.0335,0.131,0.474,99.947,spotify:track:6YvAO2lwuLVmSKRXV98b9M,https://api.spotify.com/v1/tracks/6YvAO2lwuLVmSKRXV98b9M,282507,nothot,https://open.spotify.com/track/6YvAO2lwuLVmSKRXV98b9M
Dogs Are Everywhere,Pulp,2keQF3Gs6OHEA4OvFuAyIn,0.416,0.344,4,-13.212,1,0.0282,0.459,0.0,0.0914,0.488,93.436,spotify:track:2keQF3Gs6OHEA4OvFuAyIn,https://api.spotify.com/v1/tracks/2keQF3Gs6OHEA4OvFuAyIn,293933,nothot,https://open.spotify.com/track/2keQF3Gs6OHEA4OvFuAyIn
This Is How We Do It,Montell Jordan,6aJ90LBl96bly9zuEH1U2X,0.791,0.702,1,-7.333,1,0.0623,0.0174,0.0,0.423,0.789,103.646,spotify:track:6aJ90LBl96bly9zuEH1U2X,https://api.spotify.com/v1/tracks/6aJ90LBl96bly9zuEH1U2X,237547,nothot,https://open.spotify.com/track/6aJ90LBl96bly9zuEH1U2X
On A Deeper Level,Blufeld,7eTNj9NbLNTuFy1acNCMik,0.712,0.987,10,-9.571,0,0.0398,0.000181,0.89,0.127,0.29,125.001,spotify:track:7eTNj9NbLNTuFy1acNCMik,https://api.spotify.com/v1/tracks/7eTNj9NbLNTuFy1acNCMik,451200,nothot,https://open.spotify.com/track/7eTNj9NbLNTuFy1acNCMik
Fish Eye,Bailter Space,6rcsugmXt1d1go8jGBZlep,0.432,0.942,2,-10.975,0,0.0396,7.88e-05,0.877,0.148,0.296,123.915,spotify:track:6rcsugmXt1d1go8jGBZlep,https://api.spotify.com/v1/tracks/6rcsugmXt1d1go8jGBZlep,216707,nothot,https://open.spotify.com/track/6rcsugmXt1d1go8jGBZlep
Me & U,"Cassie Feat Diddy, Yung Joc",6Rlf0CM4DEKOyxsxeVMq6w,0.819,0.506,1,-4.965,1,0.0479,0.376,0.0,0.0908,0.608,99.971,spotify:track:6Rlf0CM4DEKOyxsxeVMq6w,https://api.spotify.com/v1/tracks/6Rlf0CM4DEKOyxsxeVMq6w,287417,nothot,https://open.spotify.com/track/6Rlf0CM4DEKOyxsxeVMq6w
Pro Lover,Usher,7140BL0vb51Y52HZ77VgZ5,0.703,0.62,11,-5.162,0,0.231,0.00316,7.27e-05,0.0724,0.61,71.996,spotify:track:7140BL0vb51Y52HZ77VgZ5,https://api.spotify.com/v1/tracks/7140BL0vb51Y52HZ77VgZ5,302987,nothot,https://open.spotify.com/track/7140BL0vb51Y52HZ77VgZ5
New York City Cops,The Strokes,7xuu4ByQkm8qhnwJQk994r,0.522,0.853,0,-7.66,1,0.0362,0.071,2.82e-05,0.343,0.455,107.943,spotify:track:7xuu4ByQkm8qhnwJQk994r,https://api.spotify.com/v1/tracks/7xuu4ByQkm8qhnwJQk994r,210559,nothot,https://open.spotify.com/track/7xuu4ByQkm8qhnwJQk994r
The Crusades,Eddie Izzard,6wwxePuCedp1JuK3IhFVYm,0.565,0.679,7,-16.69,1,0.954,0.94,0.0,0.701,0.155,146.146,spotify:track:6wwxePuCedp1JuK3IhFVYm,https://api.spotify.com/v1/tracks/6wwxePuCedp1JuK3IhFVYm,126067,nothot,https://open.spotify.com/track/6wwxePuCedp1JuK3IhFVYm
Never Know,Jack Johnson,2BnTUxzWAcv0qerzESIunY,0.927,0.39,1,-7.467,0,0.0475,0.309,2.2e-05,0.116,0.784,102.015,spotify:track:2BnTUxzWAcv0qerzESIunY,https://api.spotify.com/v1/tracks/2BnTUxzWAcv0qerzESIunY,212813,nothot,https://open.spotify.com/track/2BnTUxzWAcv0qerzESIunY
Through The Rain,Mariah Carey,1TT6pwOM1puBtx8bYSMTBA,0.509,0.318,8,-9.911,1,0.0365,0.758,0.0,0.184,0.139,122.035,spotify:track:1TT6pwOM1puBtx8bYSMTBA,https://api.spotify.com/v1/tracks/1TT6pwOM1puBtx8bYSMTBA,288640,nothot,https://open.spotify.com/track/1TT6pwOM1puBtx8bYSMTBA
Until We Bleed (Feat. Lykke Li),"Kleerup, Lykke Li",3SSmBUtCGT70MeDsTJWIUy,0.642,0.756,9,-5.526,0,0.0617,0.305,0.252,0.0825,0.525,120.016,spotify:track:3SSmBUtCGT70MeDsTJWIUy,https://api.spotify.com/v1/tracks/3SSmBUtCGT70MeDsTJWIUy,264040,nothot,https://open.spotify.com/track/3SSmBUtCGT70MeDsTJWIUy
Oh Boy,"Cam'Ron, Juelz Santana",4gdQ8QShlC3toP9Mkc8DwB,0.754,0.767,6,-5.586,1,0.145,0.0216,0.0,0.172,0.828,83.014,spotify:track:4gdQ8QShlC3toP9Mkc8DwB,https://api.spotify.com/v1/tracks/4gdQ8QShlC3toP9Mkc8DwB,204707,nothot,https://open.spotify.com/track/4gdQ8QShlC3toP9Mkc8DwB
Tequila (Tequila Sunrise),Cypress Hill,2gABnPYOMsyxThmsOQ4uWK,0.547,0.63,10,-8.772,0,0.494,0.0122,0.00225,0.14,0.556,192.736,spotify:track:2gABnPYOMsyxThmsOQ4uWK,https://api.spotify.com/v1/tracks/2gABnPYOMsyxThmsOQ4uWK,257747,nothot,https://open.spotify.com/track/2gABnPYOMsyxThmsOQ4uWK
Undercover Martyn,Two Door Cinema Club,6GQLX6Z28fYwDNCrhaKzYF,0.446,0.871,2,-4.902,1,0.116,0.000252,8.13e-06,0.0996,0.612,159.863,spotify:track:6GQLX6Z28fYwDNCrhaKzYF,https://api.spotify.com/v1/tracks/6GQLX6Z28fYwDNCrhaKzYF,166573,nothot,https://open.spotify.com/track/6GQLX6Z28fYwDNCrhaKzYF
No Diggity,"Blackstreet, Dr Dre",6MdqqkQ8sSC0WB4i8PyRuQ,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ,304600,nothot,https://open.spotify.com/track/6MdqqkQ8sSC0WB4i8PyRuQ
The Water,Feist,42YunpdquRjWicoxW971f4,0.327,0.39,5,-9.131,1,0.0358,0.129,0.0198,0.119,0.0649,97.938,spotify:track:42YunpdquRjWicoxW971f4,https://api.spotify.com/v1/tracks/42YunpdquRjWicoxW971f4,150787,nothot,https://open.spotify.com/track/42YunpdquRjWicoxW971f4
Only This Moment (Röyksopps Forsiktige Massasje),Röyksopp,13WOGR6GUI8Hu4AkM8NbmH,0.594,0.883,0,-4.522,0,0.238,0.000666,0.613,0.107,0.597,122.944,spotify:track:13WOGR6GUI8Hu4AkM8NbmH,https://api.spotify.com/v1/tracks/13WOGR6GUI8Hu4AkM8NbmH,297333,nothot,https://open.spotify.com/track/13WOGR6GUI8Hu4AkM8NbmH
Gente,Laura Pausini,0HGrhbUerQKu89GCy3zmlY,0.698,0.77,6,-6.529,1,0.103,0.183,0.0,0.132,0.641,80.955,spotify:track:0HGrhbUerQKu89GCy3zmlY,https://api.spotify.com/v1/tracks/0HGrhbUerQKu89GCy3zmlY,218373,nothot,https://open.spotify.com/track/0HGrhbUerQKu89GCy3zmlY
Guinevere,Eli Young Band,4LjIbE1ZyfBwBFrLD3iln7,0.452,0.675,0,-4.709,1,0.0321,0.464,0.000234,0.0863,0.164,141.986,spotify:track:4LjIbE1ZyfBwBFrLD3iln7,https://api.spotify.com/v1/tracks/4LjIbE1ZyfBwBFrLD3iln7,289265,nothot,https://open.spotify.com/track/4LjIbE1ZyfBwBFrLD3iln7
The Medallion Calls,Klaus Badelt,35gFlKdC4Pmo88Go1cVrae,0.368,0.361,2,-12.536,0,0.0312,0.576,0.959,0.0985,0.0868,96.456,spotify:track:35gFlKdC4Pmo88Go1cVrae,https://api.spotify.com/v1/tracks/35gFlKdC4Pmo88Go1cVrae,112507,nothot,https://open.spotify.com/track/35gFlKdC4Pmo88Go1cVrae
Run Run Run,"The Velvet Underground, Nico",2J8Mbdpem8CiSZKRoZOIeG,0.458,0.714,7,-11.065,1,0.129,0.69,0.0502,0.0663,0.49,143.818,spotify:track:2J8Mbdpem8CiSZKRoZOIeG,https://api.spotify.com/v1/tracks/2J8Mbdpem8CiSZKRoZOIeG,262360,nothot,https://open.spotify.com/track/2J8Mbdpem8CiSZKRoZOIeG
This Is Halloween,Marilyn Manson,2KUL1Ix9grxAWvIAft9EWL,0.482,0.949,5,-6.359,0,0.192,0.114,8.85e-05,0.0942,0.327,168.181,spotify:track:2KUL1Ix9grxAWvIAft9EWL,https://api.spotify.com/v1/tracks/2KUL1Ix9grxAWvIAft9EWL,202333,nothot,https://open.spotify.com/track/2KUL1Ix9grxAWvIAft9EWL
(I Just) Died In Your Arms,Cutting Crew,4ByEFOBuLXpCqvO1kw8Wdm,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,spotify:track:4ByEFOBuLXpCqvO1kw8Wdm,https://api.spotify.com/v1/tracks/4ByEFOBuLXpCqvO1kw8Wdm,280400,nothot,https://open.spotify.com/track/4ByEFOBuLXpCqvO1kw8Wdm
Show Me,Justin,2akLsI0G9vYDg9N4MnP2HN,0.786,0.719,8,-8.012,0,0.0382,0.177,0.000317,0.0807,0.583,123.997,spotify:track:2akLsI0G9vYDg9N4MnP2HN,https://api.spotify.com/v1/tracks/2akLsI0G9vYDg9N4MnP2HN,178198,nothot,https://open.spotify.com/track/2akLsI0G9vYDg9N4MnP2HN
The Memory Of Trees (Instrumental),Enya,3S3ubW2J4byYKjyYVl0V1B,0.393,0.248,3,-13.419,1,0.0293,0.847,0.979,0.107,0.0609,94.611,spotify:track:3S3ubW2J4byYKjyYVl0V1B,https://api.spotify.com/v1/tracks/3S3ubW2J4byYKjyYVl0V1B,260213,nothot,https://open.spotify.com/track/3S3ubW2J4byYKjyYVl0V1B
Replay,Iyaz,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,spotify:track:4E5P1XyAFtrjpiIxkydly4,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,182307,nothot,https://open.spotify.com/track/4E5P1XyAFtrjpiIxkydly4
Ashes To Ashes,Faith No More,0tZ9qh1m1NGP6rzSf57PGO,0.572,0.81,0,-7.407,1,0.0274,8.52e-05,0.000138,0.0998,0.313,98.459,spotify:track:0tZ9qh1m1NGP6rzSf57PGO,https://api.spotify.com/v1/tracks/0tZ9qh1m1NGP6rzSf57PGO,216200,nothot,https://open.spotify.com/track/0tZ9qh1m1NGP6rzSf57PGO
Kill Me,Make the Girl Dance,7lAsHZZVurUKVwOTZSky65,0.719,0.811,4,-2.314,0,0.0741,0.037,5.13e-05,0.0738,0.702,127.996,spotify:track:7lAsHZZVurUKVwOTZSky65,https://api.spotify.com/v1/tracks/7lAsHZZVurUKVwOTZSky65,217080,nothot,https://open.spotify.com/track/7lAsHZZVurUKVwOTZSky65
I Wanna Make You Close Your Eyes,Dierks Bentley,0V6Na986SNXm1CpreVF56E,0.599,0.61,1,-5.745,1,0.0232,0.104,4.83e-05,0.115,0.359,95.979,spotify:track:0V6Na986SNXm1CpreVF56E,https://api.spotify.com/v1/tracks/0V6Na986SNXm1CpreVF56E,239119,nothot,https://open.spotify.com/track/0V6Na986SNXm1CpreVF56E
It Just Dont Stop,Big Shug,1yU3fEluWmiMKDsn7jbRxk,0.68,0.791,2,-6.295,1,0.312,0.184,0.00449,0.284,0.658,90.175,spotify:track:1yU3fEluWmiMKDsn7jbRxk,https://api.spotify.com/v1/tracks/1yU3fEluWmiMKDsn7jbRxk,140520,nothot,https://open.spotify.com/track/1yU3fEluWmiMKDsn7jbRxk
For Emma,Bon Iver,64jVNNTwT0NdQbqqUIa8gi,0.667,0.61,0,-11.148,1,0.0361,0.465,0.29,0.124,0.559,110.66,spotify:track:64jVNNTwT0NdQbqqUIa8gi,https://api.spotify.com/v1/tracks/64jVNNTwT0NdQbqqUIa8gi,220733,nothot,https://open.spotify.com/track/64jVNNTwT0NdQbqqUIa8gi
Breed,Nirvana,3PyPpABRA2bTGhNwPd66H6,0.262,0.969,4,-4.675,1,0.0894,3.69e-06,0.00213,0.133,0.263,158.433,spotify:track:3PyPpABRA2bTGhNwPd66H6,https://api.spotify.com/v1/tracks/3PyPpABRA2bTGhNwPd66H6,184040,nothot,https://open.spotify.com/track/3PyPpABRA2bTGhNwPd66H6
El Cuatrero,Miguel Calo,33Agi886SHFSmTv7DsLBWJ,0.508,0.384,9,-4.329,1,0.0379,0.878,0.625,0.164,0.619,118.896,spotify:track:33Agi886SHFSmTv7DsLBWJ,https://api.spotify.com/v1/tracks/33Agi886SHFSmTv7DsLBWJ,168586,nothot,https://open.spotify.com/track/33Agi886SHFSmTv7DsLBWJ
1517,The Whitest Boy Alive,6xVdHfNIcWB0Bzd1obzcwj,0.784,0.539,11,-7.676,0,0.0406,0.317,0.377,0.0989,0.962,122.53,spotify:track:6xVdHfNIcWB0Bzd1obzcwj,https://api.spotify.com/v1/tracks/6xVdHfNIcWB0Bzd1obzcwj,221227,nothot,https://open.spotify.com/track/6xVdHfNIcWB0Bzd1obzcwj
Your Protector,Fleet Foxes,7pI54YxwZOSUa3yPNq8USf,0.539,0.547,4,-7.848,0,0.0269,0.545,0.00533,0.0737,0.138,99.959,spotify:track:7pI54YxwZOSUa3yPNq8USf,https://api.spotify.com/v1/tracks/7pI54YxwZOSUa3yPNq8USf,249707,nothot,https://open.spotify.com/track/7pI54YxwZOSUa3yPNq8USf
Bury The Living,Brain Drill,47vr4ud2AZtuboHOluqVS9,0.242,0.939,8,-2.623,1,0.206,0.00127,0.796,0.104,0.113,123.107,spotify:track:47vr4ud2AZtuboHOluqVS9,https://api.spotify.com/v1/tracks/47vr4ud2AZtuboHOluqVS9,251653,nothot,https://open.spotify.com/track/47vr4ud2AZtuboHOluqVS9
5.45,Gang Of Four,3OLXtKzu57rRnK9yG4Yvk8,0.561,0.792,4,-9.272,1,0.201,0.00443,0.566,0.0603,0.802,139.59,spotify:track:3OLXtKzu57rRnK9yG4Yvk8,https://api.spotify.com/v1/tracks/3OLXtKzu57rRnK9yG4Yvk8,223267,nothot,https://open.spotify.com/track/3OLXtKzu57rRnK9yG4Yvk8
The Little Things,Colbie Caillat,6FzG4GyaNYco0IFAsZBigr,0.703,0.624,6,-6.818,1,0.0681,0.235,0.0,0.464,0.556,149.892,spotify:track:6FzG4GyaNYco0IFAsZBigr,https://api.spotify.com/v1/tracks/6FzG4GyaNYco0IFAsZBigr,224760,nothot,https://open.spotify.com/track/6FzG4GyaNYco0IFAsZBigr
Rule My World,Kings Of Convenience,2PluPE9ul1JHpxqhmchSWQ,0.736,0.26,4,-14.076,1,0.0437,0.906,0.00475,0.0792,0.503,117.696,spotify:track:2PluPE9ul1JHpxqhmchSWQ,https://api.spotify.com/v1/tracks/2PluPE9ul1JHpxqhmchSWQ,211667,nothot,https://open.spotify.com/track/2PluPE9ul1JHpxqhmchSWQ
Waiting On The World To Change,John Mayer,5imShWWzwqfAJ9gXFpGAQh,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,spotify:track:5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/tracks/5imShWWzwqfAJ9gXFpGAQh,201173,nothot,https://open.spotify.com/track/5imShWWzwqfAJ9gXFpGAQh
Dreamin,Amos Lee,6CEA8LEZOa87bkE181xsep,0.6,0.0874,4,-14.602,1,0.036,0.79,0.000113,0.114,0.148,97.086,spotify:track:6CEA8LEZOa87bkE181xsep,https://api.spotify.com/v1/tracks/6CEA8LEZOa87bkE181xsep,174253,nothot,https://open.spotify.com/track/6CEA8LEZOa87bkE181xsep
O Samba E O Tango,Caetano Veloso,2Tc43iBZ7UVZWWzX33Tu2c,0.503,0.766,9,-8.109,1,0.122,0.398,9.12e-05,0.983,0.784,89.583,spotify:track:2Tc43iBZ7UVZWWzX33Tu2c,https://api.spotify.com/v1/tracks/2Tc43iBZ7UVZWWzX33Tu2c,223800,nothot,https://open.spotify.com/track/2Tc43iBZ7UVZWWzX33Tu2c
What I Be,"Michael Franti, Spearhead",7D6A0UpI8eLN7qNf1eCofE,0.689,0.819,1,-4.904,1,0.148,0.0399,0.0355,0.06,0.781,103.064,spotify:track:7D6A0UpI8eLN7qNf1eCofE,https://api.spotify.com/v1/tracks/7D6A0UpI8eLN7qNf1eCofE,285160,nothot,https://open.spotify.com/track/7D6A0UpI8eLN7qNf1eCofE
Fly Like An Eagle,Seal,4Nwm4lvNRxXkGR6aMmtdKm,0.623,0.836,7,-4.729,1,0.0595,0.00697,3.41e-06,0.0687,0.631,97.14,spotify:track:4Nwm4lvNRxXkGR6aMmtdKm,https://api.spotify.com/v1/tracks/4Nwm4lvNRxXkGR6aMmtdKm,254773,nothot,https://open.spotify.com/track/4Nwm4lvNRxXkGR6aMmtdKm
Numb,Portishead,7lR743VxfubUw5m9dpnR9x,0.326,0.447,6,-6.11,1,0.0356,0.056,1.8e-05,0.0812,0.22,78.052,spotify:track:7lR743VxfubUw5m9dpnR9x,https://api.spotify.com/v1/tracks/7lR743VxfubUw5m9dpnR9x,235800,nothot,https://open.spotify.com/track/7lR743VxfubUw5m9dpnR9x
Girlfriend In A Coma,The Smiths,01q4ccXbvPlCwZ1fPiFaeM,0.68,0.626,7,-8.519,1,0.0255,0.126,1.3e-06,0.0995,0.96,104.333,spotify:track:01q4ccXbvPlCwZ1fPiFaeM,https://api.spotify.com/v1/tracks/01q4ccXbvPlCwZ1fPiFaeM,122760,nothot,https://open.spotify.com/track/01q4ccXbvPlCwZ1fPiFaeM
This Mess Were In,PJ Harvey,3vNFsxBbA4dPkymPF5Jm1b,0.541,0.572,0,-9.634,1,0.0277,0.0266,0.186,0.0925,0.406,126.302,spotify:track:3vNFsxBbA4dPkymPF5Jm1b,https://api.spotify.com/v1/tracks/3vNFsxBbA4dPkymPF5Jm1b,235840,nothot,https://open.spotify.com/track/3vNFsxBbA4dPkymPF5Jm1b
Creatures (For A While),311,1Rvm8wRyASUHqLavdz53Ri,0.519,0.894,6,-7.074,1,0.0676,0.00205,0.0,0.15,0.686,190.592,spotify:track:1Rvm8wRyASUHqLavdz53Ri,https://api.spotify.com/v1/tracks/1Rvm8wRyASUHqLavdz53Ri,264493,nothot,https://open.spotify.com/track/1Rvm8wRyASUHqLavdz53Ri
I Dont Know,Lisa Hannigan,2P0TtDdnstqmaG6kfvIHDB,0.684,0.476,1,-11.271,1,0.0484,0.142,0.00412,0.229,0.277,92.024,spotify:track:2P0TtDdnstqmaG6kfvIHDB,https://api.spotify.com/v1/tracks/2P0TtDdnstqmaG6kfvIHDB,296667,nothot,https://open.spotify.com/track/2P0TtDdnstqmaG6kfvIHDB
There Is A Light That Never Goes Out,The Smiths,2dfDnqmDQ9AJl6DlxV7enS,0.524,0.77,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.16,spotify:track:2dfDnqmDQ9AJl6DlxV7enS,https://api.spotify.com/v1/tracks/2dfDnqmDQ9AJl6DlxV7enS,244587,nothot,https://open.spotify.com/track/2dfDnqmDQ9AJl6DlxV7enS
Message In A Bottle,The Police,5ddP6ZxfXV5uHqNfXuaSdr,0.568,0.808,1,-7.042,0,0.0378,0.0327,1.08e-05,0.218,0.849,151.12,spotify:track:5ddP6ZxfXV5uHqNfXuaSdr,https://api.spotify.com/v1/tracks/5ddP6ZxfXV5uHqNfXuaSdr,290280,nothot,https://open.spotify.com/track/5ddP6ZxfXV5uHqNfXuaSdr
No Me Ensenaste,Thalia,0AhtxBg5OU06Lh086URR5c,0.671,0.726,8,-6.922,0,0.0647,0.391,0.0,0.0844,0.829,134.903,spotify:track:0AhtxBg5OU06Lh086URR5c,https://api.spotify.com/v1/tracks/0AhtxBg5OU06Lh086URR5c,267080,nothot,https://open.spotify.com/track/0AhtxBg5OU06Lh086URR5c
Vanished,Crystal Castles,3gGMsx3jxYKfhXq8LMj1tz,0.707,0.87,0,-6.66,0,0.0298,0.00184,6.65e-05,0.292,0.669,119.979,spotify:track:3gGMsx3jxYKfhXq8LMj1tz,https://api.spotify.com/v1/tracks/3gGMsx3jxYKfhXq8LMj1tz,242960,nothot,https://open.spotify.com/track/3gGMsx3jxYKfhXq8LMj1tz
O.P.P.,Naughty By Nature,1k28sDTLOz942qa3wEtMQE,0.848,0.838,4,-11.949,0,0.0721,0.0326,4.89e-06,0.124,0.787,97.736,spotify:track:1k28sDTLOz942qa3wEtMQE,https://api.spotify.com/v1/tracks/1k28sDTLOz942qa3wEtMQE,271067,nothot,https://open.spotify.com/track/1k28sDTLOz942qa3wEtMQE
Starin Through My Rear View,2Pac,3WQDqjAguXRnu1upM84m98,0.839,0.845,1,-5.276,1,0.185,0.242,0.00135,0.0854,0.716,97.902,spotify:track:3WQDqjAguXRnu1upM84m98,https://api.spotify.com/v1/tracks/3WQDqjAguXRnu1upM84m98,311387,nothot,https://open.spotify.com/track/3WQDqjAguXRnu1upM84m98
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,0M7mWKqwTIaVjYyxfZmtTa,0.424,0.661,2,-5.547,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,spotify:track:0M7mWKqwTIaVjYyxfZmtTa,https://api.spotify.com/v1/tracks/0M7mWKqwTIaVjYyxfZmtTa,195533,nothot,https://open.spotify.com/track/0M7mWKqwTIaVjYyxfZmtTa
